,debt_to_income
376,0.23534179498023836
377,0.0
378,0.23534178529995273
379,0.0
380,0.24019521626603654
381,0.0
382,0.23534170124089027
383,0.0
384,0.2353416628501378
385,0.2363910690289755
386,0.0
387,0.0
388,0.2363912225659233
389,0.0
390,0.0
391,0.2347467317448755
392,0.23474680787078517
393,0.2363911464314615
394,0.2634786472308755
395,0.29828467466908043
396,0.2353417006663118
397,0.0
398,0.02860798499969362
399,0.0
400,0.0
401,0.2363912412640181
402,0.0
403,0.0
404,0.2353418323285537
405,0.0
406,0.005961616058144604
407,0.23534179801854074
408,0.23534172983015986
409,0.23639131840840927
410,0.0
411,0.0
412,0.0
413,0.0
414,0.23474678592462503
415,0.0
416,0.23534169829832857
417,0.0
418,0.0
419,0.23534181003002677
420,0.23639097697435202
421,0.0
422,0.0
423,0.2363910381246198
424,0.0
425,0.0
426,0.0
427,0.0
428,0.003046251174634692
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.23639112178006166
438,0.2353417346353924
439,0.2363913343491981
440,0.23474674496559567
441,0.23639112178006177
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.23639104027406055
448,0.23474674590469455
449,0.010375075645521198
450,0.0
451,0.0
452,0.23639120798218047
453,0.23534185699063792
454,0.0
455,0.2347467332126467
456,0.0
457,0.0
458,0.0
459,0.23639123806240028
460,0.035530820469264826
461,0.23639119160260183
462,0.0
463,0.0
464,0.0
465,0.01038671922402301
466,0.0
467,0.23534166966676545
468,0.23474674244684007
469,0.23639126152878945
470,0.23639108252222196
471,0.23639094233331462
472,0.23474680670676462
473,0.09383737422129958
474,0.23534171391233513
475,0.0
476,0.0
477,0.23534174908594724
478,0.0
479,0.2363911531736427
480,0.2388418638654591
481,0.0
482,0.23474680930317574
483,0.23534173316208845
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.23474680851146737
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.23534171316781416
501,0.23639094470766248
502,0.0
503,0.23639122751057648
504,0.0
505,0.0
506,0.0
507,0.23639097646214735
508,0.0
509,0.0
510,0.0
511,0.23534180731706916
512,0.23534181059122875
513,0.028445297193079342
514,0.2363912224646154
515,0.2363911217800617
516,0.05535233135035348
517,0.0
518,0.2353416859105326
519,0.23639115012908313
520,0.0
521,0.0
522,0.018786012346913603
523,0.0
524,0.0
525,0.0
526,0.2363910834990968
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.2363911217800617
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.23474676973508657
540,0.23639097583110208
541,0.23639117910563637
542,0.0
543,0.23639100682994502
544,0.0
545,0.2363912663671819
546,0.0
547,0.0
548,0.0
549,0.0
550,0.23474675648877458
551,0.0
552,0.0
553,0.0
554,0.0
555,0.23639114575550377
556,0.0
557,0.0
558,0.0
559,0.0074503860878684615
560,0.0
561,0.23474680847794
562,0.0
563,0.23534168334024175
564,0.23639119597715458
565,0.23639104209697176
566,0.0
567,0.0
568,0.23474675648877466
569,0.024756035671405212
570,0.24386992776660718
571,0.0
572,0.0
573,0.0
574,0.23534174908594713
575,0.0
576,0.2363910597989348
577,0.23474674651731336
578,0.0
579,0.0
580,0.2353417168469362
581,0.2353417275278539
582,0.0
583,0.0
584,0.0
585,0.23474673442996769
586,0.0
587,0.23639119523636395
588,0.0
589,0.24501002009517545
590,0.23474679595435474
591,0.0
592,0.0
593,0.0
594,0.0
595,0.03789312788501462
596,0.23534169123610485
597,0.23534169470274063
598,0.0
599,0.23534171985376526
600,0.0
601,0.0
602,0.2363909924159116
603,0.23474676832280897
604,0.0
605,0.23534167801832387
606,0.00881797442184264
607,0.0
608,0.0
609,0.0
610,0.0
611,0.23534167171012052
612,0.2363911689124679
613,0.23639105886559064
614,0.23474678996721265
615,0.0
616,0.23639132261821172
617,0.23639118009756852
618,0.0
619,0.0
620,0.03339809317095851
621,0.0
622,0.0
623,0.2363908655770145
624,0.0
625,0.0
626,0.0
627,0.0
628,0.23534183169021544
629,0.23639115446842854
630,0.0
631,0.0
632,0.23639124235877038
633,0.004995656656517187
634,0.0
635,0.23639116658616321
636,0.0
637,0.06532112626896383
638,0.0
639,0.0
640,0.0
641,0.23639101051524208
642,0.0
643,0.0
644,0.23534166740741302
645,0.0
646,0.0
647,0.23639103319499083
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.016736579364997655
657,0.0
658,0.0
659,0.2353417193857274
660,0.0
661,0.0
662,0.009322602554941177
663,0.0
664,0.0
665,0.0
666,0.23639097843026735
667,0.23639122885343006
668,0.0
669,0.0
670,0.23534174908594716
671,0.23639120878679679
672,0.0
673,0.0
674,0.0
675,0.0
676,0.05095845133211057
677,0.23639109797378433
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.23534169002461508
686,0.0
687,0.23639107220805125
688,0.0
689,0.0
690,0.0
691,0.23474673137826474
692,0.0
693,0.23639112178006186
694,0.23534174908594718
695,0.0
696,0.012384792458918267
697,0.0
698,0.23639123461489606
699,0.0
700,0.23474676647144835
701,0.0
702,0.0
703,0.2353416857567662
704,0.0
705,0.2347467669615608
706,0.23534178688651305
707,0.0
708,0.0
709,0.2606113377598748
710,0.020729312937627257
711,0.0
712,0.2347467564887746
713,0.23534167274026505
714,0.2353418011776107
715,0.020785569169139474
716,0.23534170815481892
717,0.0
718,0.0
719,0.23639119517205143
720,0.0
721,0.23639121622123552
722,0.0
723,0.23639112178006172
724,0.0
725,0.0
726,0.23639108516275426
727,0.0
728,0.23639095367235652
729,0.0
730,0.0
731,0.0
732,0.23639115498708316
733,0.0
734,0.0
735,0.23639100412038186
736,0.2363911573533346
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.23639106979221694
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.23639101599428342
752,0.2347467329823206
753,0.0
754,0.0
755,0.23639119570405723
756,0.23534176575085053
757,0.0
758,0.0
759,0.0
760,0.23639107506204246
761,0.23639102061450784
762,0.0
763,0.2353418153094618
764,0.0
765,0.23474675648877466
766,0.0
767,0.0
768,0.0
769,0.2353416862934608
770,0.23534185497768909
771,0.2347467680927199
772,0.26094306300589154
773,0.0
774,0.23639128186408992
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.23474677612684164
781,0.0
782,0.0
783,0.0
784,0.014500985697801411
785,0.26324279641833304
786,0.0
787,0.2353418032561267
788,0.0
789,0.23639123193633524
790,0.2394807965975881
791,0.0
792,0.0
793,0.0
794,0.23639098814489504
795,0.0
796,0.0
797,0.0
798,0.2363912349429033
799,0.0
800,0.0
801,0.0
802,0.23639099059676408
803,0.0
804,0.2347467894399934
805,0.2353417490859471
806,0.0
807,0.0
808,0.0
809,0.2550617980340298
810,0.0
811,0.2363909251222701
812,0.0
813,0.0
814,0.0
815,0.0
816,0.23474670305637402
817,0.0
818,0.0
819,0.23639109084950752
820,0.2375167251789684
821,0.0
822,0.0
823,0.0006788163184142164
824,0.0
825,0.0
826,0.0
827,0.23534182764333433
828,0.23474679911728707
829,0.23639112178006166
830,0.23534174908594713
831,0.23639112178006175
832,0.2353416858769362
833,0.23474676747607076
834,0.23534166435789136
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.013144562330100218
841,0.08250025769083759
842,0.23534170047237607
843,0.0
844,0.23639107405109455
845,0.0
846,0.0
847,0.2884763349270974
848,0.0
849,0.0
850,0.23639090366703017
851,0.23639117014055522
852,0.0
853,0.2363910137486868
854,0.23534170967813017
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.24439285011604397
861,0.0
862,0.0
863,0.23971327929443223
864,0.23639116684033815
865,0.2363911217800618
866,0.0
867,0.23639107296081893
868,0.23639100327585666
869,0.0
870,0.0
871,0.23534172815159105
872,0.23639125589606388
873,0.0
874,0.0
875,0.23534166333526932
876,0.06091022786281595
877,0.2353416604862335
878,0.2545056706227444
879,0.0
880,0.0
881,0.0
882,0.23534167492988622
883,0.0
884,0.0
885,0.0
886,0.24998499958700185
887,0.28128866909833755
888,0.23639096465875858
889,0.235341720009409
890,0.0
891,0.23474672609490788
892,0.0
893,0.028525346268535003
894,0.0
895,0.23534174908594707
896,0.2353416961755605
897,0.2363911553468123
898,0.0
899,0.0
900,0.23474671528967267
901,0.23639121144479697
902,0.2353416732078905
903,0.23534178440961
904,0.0
905,0.23534182943218004
906,0.0
907,0.259267930170338
908,0.0
909,0.23534167542621193
910,0.004822859365128968
911,0.0
912,0.0
913,0.234746736031926
914,0.0
915,0.0
916,0.0
917,0.23639120458169283
918,0.0
919,0.0
920,0.0
921,0.23639120434656605
922,0.23474671174050993
923,0.23639127799043144
924,0.0
925,0.0
926,0.2363912125090535
927,0.2389721612448349
928,0.23639121388023568
929,0.23639091988701116
930,0.23639119972069078
931,0.23534180441557476
932,0.23639104662099558
933,0.23534170514562944
934,0.0
935,0.0
936,0.2363911446226108
937,0.23639123487022384
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,0.23639105939384128
944,0.0
945,0.0
946,0.0
947,0.0
948,0.23639099449908954
949,0.0
950,0.0
951,0.2442629444952539
952,0.23639122468278573
953,0.0
954,0.23639106824571757
955,0.0
956,0.245241054671333
957,0.0
958,0.2347467053689783
959,0.0
960,0.0
961,0.0
962,0.23639095308391866
963,0.0
964,0.0
965,0.23940173860276462
966,0.0
967,0.23534173253549992
968,0.23639112178006172
969,0.23639116471530858
970,0.0
971,0.2353417677649622
972,0.0
973,0.23639107583766764
974,0.0
975,0.0
976,0.0
977,0.23534171667183115
978,0.0
979,0.23534179651486106
980,0.0
981,0.23639117856896175
982,0.0025398661172904378
983,0.0
984,0.0
985,0.23639095415781178
986,0.2347467348573774
987,0.2347467172426424
988,0.0
989,0.29837061826756384
990,0.0035311673727642504
991,0.23639115877774677
992,0.0
993,0.24008572660942198
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.23639112178006172
1000,0.23639112178006175
1001,0.0
1002,0.0
1003,0.23534171817902078
1004,0.23534183068937248
1005,0.2347467564887746
1006,0.0
1007,0.0
1008,0.23639121368071037
1009,0.0
1010,0.23534169741745875
1011,0.23639105673390806
1012,0.2363911459465372
1013,0.2363909457816507
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.018642331941851102
1019,0.23586458821398334
1020,0.0
1021,0.23639103785852003
1022,0.23639108478505175
1023,0.2353416907938794
1024,0.2363909901180072
1025,0.23639124675693005
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.24917044379901174
1032,0.0
1033,0.0
1034,0.2450691873142756
1035,0.23474670169441644
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.034071884774653186
1041,0.0
1042,0.0
1043,0.0
1044,0.2353417692555862
1045,0.0
1046,0.0
1047,0.0005005476501698106
1048,0.26095135940182496
1049,0.24691343487660997
1050,0.0
1051,0.024492914197966554
1052,0.005376992148456991
1053,0.02899519740660027
1054,0.24659425481453873
1055,0.0
1056,0.23474675648877463
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.2353417335730556
1063,0.2353418493840388
1064,0.2363911217800618
1065,0.0
1066,0.0161302909190069
1067,0.23639124699873082
1068,0.23534174908594713
1069,0.0
1070,0.23639118764443498
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.007846542167201624
1077,0.0
1078,0.0
1079,0.0
1080,0.006358000593601526
1081,0.0
1082,0.0
1083,0.23639127169818508
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.23534165532746923
1089,0.0
1090,0.23534176755067088
1091,0.021665588714094436
1092,0.0
1093,0.0
1094,0.2347467974014664
1095,0.0
1096,0.0
1097,0.0
1098,0.0
1099,0.0
1100,0.23639099117658266
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.05396479719407018
1109,0.00145729673736409
1110,0.0
1111,0.0
1112,0.23534181176349456
1113,0.02878585839190704
1114,0.2353417693380134
1115,0.2416876399430624
1116,0.2353417996645642
1117,0.0
1118,0.0
1119,0.0
1120,0.0032809012272820913
1121,0.2353418251410361
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.23474680666585168
1130,0.23474676830122843
1131,0.0
1132,0.0
1133,0.0019336845749003658
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,0.23534174908594713
1139,0.23534169606338645
1140,0.0
1141,0.0
1142,0.23534178105078815
1143,0.0
1144,0.0
1145,0.0
1146,0.2363910724646266
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.23639115763988117
1152,0.0
1153,0.0
1154,0.23639120253351623
1155,0.0
1156,0.0
1157,0.0
1158,0.031191673606634416
1159,0.0
1160,0.0
1161,0.0
1162,0.011813539745886868
1163,0.2363910282957288
1164,0.23534182739982823
1165,0.0
1166,0.0
1167,0.23963162742249894
1168,0.23639101082753716
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.23639103332923234
1175,0.0
1176,0.0
1177,0.2363913144882778
1178,0.0
1179,0.0
1180,0.0045269819369948006
1181,0.0
1182,0.0
1183,0.0
1184,0.2363912337640659
1185,0.2347467893621023
1186,0.235341768472234
1187,0.0
1188,0.0
1189,0.23639109491929927
1190,0.23639120202487937
1191,0.23534181496133938
1192,0.0
1193,0.23534166904340967
1194,0.24380299484319906
1195,0.23534178870300906
1196,0.23534169746347303
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.23639124352904942
1203,0.0
1204,0.0
1205,0.0
1206,0.2347467167044322
1207,0.23474674500894144
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1212,0.24434401222539573
1213,0.0
1214,0.0
1215,0.007042766756796479
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.23474674519065727
1224,0.0
1225,0.2505642025676452
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.23534178395149993
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.23534170522547354
1236,0.0
1237,0.0
1238,0.23534183502229147
1239,0.0
1240,0.23534181731411788
1241,0.009931899260630055
1242,0.23639127033609303
1243,0.2387809155500456
1244,0.02617114616019607
1245,0.23474673649731326
1246,0.0
1247,0.23474680603793047
1248,0.23534168662680208
1249,0.23534180639385643
1250,0.0
1251,0.0
1252,0.0
1253,0.23534173453706284
1254,0.23639106803319807
1255,0.23534168462519747
1256,0.23474676791502203
1257,0.0
1258,0.0
1259,0.016372452302862037
1260,0.2363911217800618
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.23850066385033283
1266,0.24812953004719598
1267,0.23639125009108639
1268,0.23639103286278246
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.234746779799566
1279,0.23534170651651382
1280,0.23474673106154456
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0027875852372402717
1286,0.0
1287,0.0
1288,0.014134060593720497
1289,0.016826130653741927
1290,0.0
1291,0.0
1292,0.004948757907533535
1293,0.0
1294,0.2363910349941143
1295,0.0
1296,0.0
1297,0.2946656883275448
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.0
1303,0.23474676650839016
1304,0.23534173016666096
1305,0.0
1306,0.0
1307,0.2353417633979185
1308,0.2884879223229662
1309,0.0
1310,0.020898749182560843
1311,0.0
1312,0.0
1313,0.0
1314,0.23639117592761844
1315,0.010813928190258504
1316,0.021741226944329485
1317,0.0
1318,0.23474671688658744
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.2353417490859472
1326,0.23639122019418668
1327,0.0
1328,0.0
1329,0.23534174908594713
1330,0.0
1331,0.0
1332,0.23474677067897434
1333,0.0
1334,0.0
1335,0.0
1336,0.23534179340109437
1337,0.23639112178006175
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.017439752552758186
1344,0.0
1345,0.0
1346,0.0
1347,0.23639121238751162
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,0.23639112178006172
1353,0.0058758960290241045
1354,0.23827786631859169
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,0.0
1361,0.026788422364454063
1362,0.23639121848534048
1363,0.0
1364,0.0
1365,0.23639112178006175
1366,0.0
1367,0.0
1368,0.23639119688866886
1369,0.0
1370,0.0
1371,0.23534171546005778
1372,0.0
1373,0.23534163979490835
1374,0.23474672459890863
1375,0.0
1376,0.23534173122490532
1377,0.2353416820928148
1378,0.0
1379,0.0
1380,0.0
1381,0.23534182166244744
1382,0.2363911463812809
1383,0.0
1384,0.0
1385,0.23534170222398676
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.236391147394012
1393,0.23639102865718387
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.23639112178006172
1399,0.23534174908594716
1400,0.2347467193258428
1401,0.23474675648877458
1402,0.23639128973028983
1403,0.23474677865832028
1404,0.0
1405,0.23474674561923425
1406,0.0
1407,0.23639117039326296
1408,0.23639114431234529
1409,0.23534179686778497
1410,0.007650353853184542
1411,0.0
1412,0.006145404816258529
1413,0.0
1414,0.23639090770362547
1415,0.23474677622177867
1416,0.0
1417,0.0
1418,0.0
1419,0.23474679005169577
1420,0.2347467363089515
1421,0.0
1422,0.004138622433294378
1423,0.0
1424,0.0
1425,0.2353416642299022
1426,0.0
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.23534169001798144
1434,0.05219492673259532
1435,0.235341806403487
1436,0.2347467953798294
1437,0.008107948526335104
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.23534174908594713
1443,0.0
1444,0.0
1445,0.0
1446,0.2363911591905334
1447,0.0
1448,0.0
1449,0.2370342893664152
1450,0.0
1451,0.23534176618898725
1452,0.0
1453,0.2353417130763912
1454,0.0
1455,0.0
1456,0.23639120483362516
1457,0.0
1458,0.2363909980418649
1459,0.2565368789652098
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.23639099114771336
1470,0.0015616852660074027
1471,0.0
1472,0.23639102945072596
1473,0.0
1474,0.23639119430582387
1475,0.0
1476,0.0
1477,0.23474680358750896
1478,0.0
1479,0.23534172753951862
1480,0.0
1481,0.0
1482,0.2363911924653949
1483,0.0
1484,0.2353417490859472
1485,0.0
1486,0.021124135600199483
1487,0.23474680231482398
1488,0.0
1489,0.0
1490,0.23639112178006177
1491,0.2347467452902755
1492,0.2353417490859472
1493,0.0
1494,0.0
1495,0.0
1496,0.2353417490859472
1497,0.0
1498,0.0
1499,0.23474670021122876
1500,0.0
1501,0.0
1502,0.23639107559125577
1503,0.23534184563438829
1504,0.0
1505,0.010323728580710468
1506,0.0
1507,0.23534182704261553
1508,0.0
1509,0.24894054037987662
1510,0.0
1511,0.23639105530525642
1512,0.0
1513,0.2363910397382967
1514,0.0
1515,0.0
1516,0.2353417815870719
1517,0.0
1518,0.23474675648877463
1519,0.0
1520,0.05356345532193272
1521,0.0
1522,0.0
1523,0.0
1524,0.2347467665176105
1525,0.23474673566796334
1526,0.23639109178107803
1527,0.23639112178006175
1528,0.0
1529,0.0
1530,0.01827699734067482
1531,0.23639101175552787
1532,0.23474673576298338
1533,0.23639098384141075
1534,0.23639112178006177
1535,0.24987402605242687
1536,0.23534168050055645
1537,0.0
1538,0.23639115137449407
1539,0.2363912329199616
1540,0.0
1541,0.0
1542,0.0
1543,0.0
1544,0.0
1545,0.0
1546,0.0
1547,0.0
1548,0.0
1549,0.2363912381658814
1550,0.0
1551,0.23639123646628166
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.2363912519256562
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.017500560753408563
1564,0.007331942258813656
1565,0.0
1566,0.23639097913800614
1567,0.0
1568,0.23639103092909683
1569,0.0
1570,0.23474675648877463
1571,0.23639103429408934
1572,0.2353417490859471
1573,0.0
1574,0.0
1575,0.24974645374095733
1576,0.0
1577,0.0
1578,0.0
1579,0.23639114709245201
1580,0.23534169152728343
1581,0.012202025887924373
1582,0.0
1583,0.0
1584,0.23639119306833253
1585,0.2347467684784049
1586,0.007580876378136573
1587,0.032186295520838286
1588,0.0
1589,0.0
1590,0.0
1591,0.03380095064407458
1592,0.0
1593,0.0
1594,0.23639124641139794
1595,0.0
1596,0.0
1597,0.0
1598,0.0
1599,0.0
1600,0.2510244806493226
1601,0.0
1602,0.01001671633671209
1603,0.0
1604,0.2353417490859472
1605,0.0
1606,0.23534177984772878
1607,0.0
1608,0.0
1609,0.0
1610,0.2363910532591284
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,0.0
1616,0.0
1617,0.0
1618,0.23534178525687244
1619,0.0
1620,0.23639098592286095
1621,0.23534170565799728
1622,0.0
1623,0.23534171626512346
1624,0.23474674551619848
1625,0.0
1626,0.2363910835607413
1627,0.0
1628,0.23869826286834878
1629,0.0
1630,0.23534179390032212
1631,0.2353418274344386
1632,0.0
1633,0.0
1634,0.0
1635,0.23639109755291057
1636,0.020741451519320688
1637,0.0
1638,0.0
1639,0.0
1640,0.0
1641,0.0
1642,0.03633082779972497
1643,0.23639114731011063
